"Type","Category","Description","Location","Label","Code Unit"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051be00","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c000","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c200","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c400","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c600","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bc10","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051ba10","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051be10","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c010","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c210","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c410","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c610","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bc20","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051ba20","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051be20","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c020","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c220","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c420","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c620","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bc30","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051ba30","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051be30","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c030","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c230","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c430","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c630","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bcc0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bac0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bec0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c0c0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c2c0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c4c0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c6c0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bcd0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bad0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bed0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c0d0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c2d0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c4d0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c6d0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bce0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bae0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bee0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c0e0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c2e0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c4e0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c6e0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bcf0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051baf0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bef0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c0f0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c2f0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c4f0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c6f0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bc80","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051ba80","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051be80","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c080","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c280","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c480","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c680","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bc90","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051ba90","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051be90","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c090","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c290","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c490","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c690","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bca0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051baa0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bea0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c0a0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c2a0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c4a0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c6a0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bcb0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bab0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051beb0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c0b0","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c2b0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c4b0","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c6b0","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd40","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb40","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf40","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c140","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c340","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c540","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b950","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb50","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd50","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf50","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c150","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c350","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c550","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b960","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb60","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd60","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf60","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c160","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c360","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c560","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b970","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb70","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd70","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf70","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c170","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c570","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd00","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb00","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf00","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c100","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c300","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c500","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c700","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bf10","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb10","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b910","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd10","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c110","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c310","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c510","_Generic_object''","MOV dword ptr [std::_Error_objects<int>::_Generic_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051c710","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051b920","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bb20","_System_object''","MOV dword ptr [std::_Error_objects<int>::_System_object]\,std::error_category::`vftable'"
"Analysis","RECOVERED CLASS","DESTRUCTOR","0051bd20","_Iostream_object''","MOV dword ptr [std::_Error_objects<int>::_Iostream_object]\,std::error_category::`vftable'"
